conn_from,conn_to,edge_type
24, 2, Brother
2, 24, Sister
8, 2, Brother
2, 8, Brother
9, 7, Brother
7, 9, Brother
12, 6, Brother
6, 12, Brother
13, 5, Brother
5, 13, Brother
15, 7, Brother
7, 15, Brother
15, 9, Brother
9, 15, Brother
16, 4, Brother
4, 16, Brother
17, 7, Brother
7, 17, Brother
17, 9, Brother
9, 17, Brother
17, 15, Brother
15, 17, Brother
18, 2, Brother
2, 18, Brother
18, 8, Brother
8, 18, Brother
19, 11, Brother
11, 19, Brother
20, 5, Brother
5, 20, Brother
20, 13, Brother
13, 20, Brother
23, 6, Brother
6, 23, Brother
23, 12, Brother
12, 23, Brother
29, 4, Brother
4, 29, Brother
29, 16, Brother
16, 29, Brother
31, 7, Brother
7, 31, Brother
31, 9, Brother
9, 31, Brother
31, 15, Brother
15, 31, Brother
31, 17, Brother
17, 31, Brother
32, 11, Brother
11, 32, Brother
32, 19, Brother
19, 32, Brother
36, 5, Brother
5, 36, Brother
36, 13, Brother
13, 36, Brother
36, 20, Brother
20, 36, Brother
37, 27, Brother
27, 37, Brother
38, 27, Brother
27, 38, Brother
38, 37, Brother
37, 38, Brother
39, 4, Brother
4, 39, Brother
39, 16, Brother
16, 39, Brother
39, 29, Brother
29, 39, Brother
40, 14, Brother
14, 40, Brother
43, 11, Sister
11, 43, Brother
43, 19, Sister
19, 43, Brother
43, 32, Sister
32, 43, Brother
44, 10, Sister
10, 44, Brother
49, 22, Sister
22, 49, Brother
50, 5, Sister
5, 50, Brother
50, 13, Sister
13, 50, Brother
50, 20, Sister
20, 50, Brother
50, 36, Sister
36, 50, Brother
51, 22, Sister
22, 51, Brother
51, 49, Sister
49, 51, Sister
52, 14, Sister
14, 52, Brother
52, 40, Sister
40, 52, Brother
53, 22, Sister
22, 53, Brother
53, 49, Sister
49, 53, Sister
53, 51, Sister
51, 53, Sister
54, 27, Sister
27, 54, Brother
54, 37, Sister
37, 54, Brother
54, 38, Sister
38, 54, Brother
57, 7, Sister
7, 57, Brother
57, 9, Sister
9, 57, Brother
57, 15, Sister
15, 57, Brother
57, 17, Sister
17, 57, Brother
57, 31, Sister
31, 57, Brother
59, 46, Sister
46, 59, Sister
60, 11, Sister
11, 60, Brother
60, 19, Sister
19, 60, Brother
60, 32, Sister
32, 60, Brother
60, 43, Sister
43, 60, Sister
62, 2, Sister
2, 62, Brother
62, 8, Sister
8, 62, Brother
62, 18, Sister
18, 62, Brother
64, 33, Sister
33, 64, Brother
66, 4, Sister
4, 66, Brother
66, 16, Sister
16, 66, Brother
66, 29, Sister
29, 66, Brother
66, 39, Sister
39, 66, Brother
67, 24, Sister
24, 67, Brother
68, 41, Sister
41, 68, Brother
70, 45, Sister
45, 70, Sister
72, 3, Sister
3, 72, Brother
75, 5, Sister
5, 75, Brother
75, 13, Sister
13, 75, Brother
75, 20, Sister
20, 75, Brother
75, 36, Sister
36, 75, Brother
75, 50, Sister
50, 75, Sister
76, 28, Sister
28, 76, Brother
79, 24, Sister
24, 79, Brother
79, 67, Sister
67, 79, Sister
80, 45, Sister
45, 80, Sister
80, 70, Sister
70, 80, Sister
81, 22, Sister
22, 81, Brother
81, 49, Sister
49, 81, Sister
81, 51, Sister
51, 81, Sister
81, 53, Sister
53, 81, Sister
82, 25, Sister
25, 82, Brother
84, 35, Sister
35, 84, Brother
86, 71, Sister
71, 86, Sister
87, 11, Sister
11, 87, Brother
87, 19, Sister
19, 87, Brother
87, 32, Sister
32, 87, Brother
87, 43, Sister
43, 87, Sister
87, 60, Sister
60, 87, Sister
88, 26, Brother
26, 88, Brother
89, 28, Brother
28, 89, Brother
89, 76, Brother
76, 89, Sister
90, 25, Brother
25, 90, Brother
90, 82, Brother
82, 90, Sister
91, 26, Brother
26, 91, Brother
91, 88, Brother
88, 91, Brother
92, 85, Brother
85, 92, Sister
93, 24, Sister
24, 93, Brother
93, 67, Sister
67, 93, Sister
93, 79, Sister
79, 93, Sister
94, 24, Sister
24, 94, Brother
94, 67, Sister
67, 94, Sister
94, 79, Sister
79, 94, Sister
94, 93, Sister
93, 94, Sister
95, 27, Sister
27, 95, Brother
95, 37, Sister
37, 95, Brother
95, 38, Sister
38, 95, Brother
95, 54, Sister
54, 95, Sister
96, 30, Sister
30, 96, Brother
97, 61, Sister
61, 97, Sister
98, 25, Sister
25, 98, Brother
98, 82, Sister
82, 98, Sister
98, 90, Sister
90, 98, Brother
99, 27, Sister
27, 99, Brother
99, 37, Sister
37, 99, Brother
99, 38, Sister
38, 99, Brother
99, 54, Sister
54, 99, Sister
99, 95, Sister
95, 99, Sister
0, 0, Wife
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
0, 0, Wife
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
0, 0, Wife
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
0, 0, Wife
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
0, 0, Wife
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 568, GrandParent
140720308486144, 568, GrandParent
568, 140720308486144, GrandChild
568, 4194990200, GrandChild
4194990200, 471, GrandParent
140720308486144, 471, GrandParent
471, 140720308486144, GrandChild
471, 4194990200, GrandChild
4194990200, 482, GrandParent
140720308486144, 482, GrandParent
482, 140720308486144, GrandChild
482, 4194990200, GrandChild
0, 0, Husband
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
0, 0, Husband
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
1, 0, Husband
4194990200, 451, GrandParent
140720308486144, 451, GrandParent
451, 140720308486144, GrandChild
451, 4194990200, GrandChild
4194990200, 452, GrandParent
140720308486144, 452, GrandParent
452, 140720308486144, GrandChild
452, 4194990200, GrandChild
4194990200, 454, GrandParent
140720308486144, 454, GrandParent
454, 140720308486144, GrandChild
454, 4194990200, GrandChild
4194990200, 455, GrandParent
140720308486144, 455, GrandParent
455, 140720308486144, GrandChild
455, 4194990200, GrandChild
4194990200, 456, GrandParent
140720308486144, 456, GrandParent
456, 140720308486144, GrandChild
456, 4194990200, GrandChild
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
140720308486144, 450, GrandParent
450, 140720308486144, GrandChild
450, 4194990200, GrandChild
0, 0, Husband
4194990200, 446, GrandParent
140720308486144, 446, GrandParent
446, 140720308486144, GrandChild
446, 4194990200, GrandChild
4194990200, 447, GrandParent
140720308486144, 447, GrandParent
447, 140720308486144, GrandChild
447, 4194990200, GrandChild
4194990200, 448, GrandParent
140720308486144, 448, GrandParent
448, 140720308486144, GrandChild
448, 4194990200, GrandChild
4194990200, 449, GrandParent
140720308486144, 449, GrandParent
449, 140720308486144, GrandChild
449, 4194990200, GrandChild
4194990200, 450, GrandParent
